"phen_cline","sd_cline","position","species"
0.0190033382504291,0.013006921307994,-572,"mytilus"
0.0190040770556072,0.0130084525935078,-562,"mytilus"
0.0190049793686255,0.0130103225260104,-552,"mytilus"
0.0190060813756005,0.0130126059302395,-542,"mytilus"
0.0190074272708263,0.0130153941303764,-532,"mytilus"
0.0190090710289206,0.013018798572018,-522,"mytilus"
0.0190110785690805,0.0130229552312793,-512,"mytilus"
0.0190135303981811,0.0130280299781873,-502,"mytilus"
0.0190165248386253,0.0130342250951278,-492,"mytilus"
0.0190201819702524,0.0130417871905065,-482,"mytilus"
0.0190246484441887,0.0130510167935343,-472,"mytilus"
0.0190301033613795,0.0130622799684303,-462,"mytilus"
0.0190367654510946,0.0130760223452421,-452,"mytilus"
0.0190449018365977,0.0130927860290936,-442,"mytilus"
0.0190548387384816,0.0131132299180234,-432,"mytilus"
0.0190669745433664,0.0131381540280487,-422,"mytilus"
0.0190817957597559,0.0131685284865273,-412,"mytilus"
0.0190998964974917,0.0132055279017451,-402,"mytilus"
0.0191220022468583,0.01325057183371,-392,"mytilus"
0.019148998903287,0.0133053720583921,-382,"mytilus"
0.0191819681901968,0.0133719872083526,-372,"mytilus"
0.0192222308834629,0.0134528851532277,-362,"mytilus"
0.0192713995454757,0.0135510131150897,-352,"mytilus"
0.0193314428455992,0.0136698749571983,-342,"mytilus"
0.0194047639898358,0.0138136143104405,-332,"mytilus"
0.0194942963205356,0.0139871012059124,-322,"mytilus"
0.0196036197941732,0.0141960187092887,-312,"mytilus"
0.0197371028208824,0.014446944822686,-302,"mytilus"
0.0199000748748514,0.0147474238489994,-292,"mytilus"
0.020099036382383,0.0151060208150625,-282,"mytilus"
0.0203419136868231,0.0155323527902981,-272,"mytilus"
0.0206383683965916,0.0160370923350686,-262,"mytilus"
0.0210001721575468,0.016631940979548,-252,"mytilus"
0.0214416598541908,0.0173295743062836,-242,"mytilus"
0.0219802764128963,0.0181435641572412,-232,"mytilus"
0.022637234692909,0.019088286593303,-222,"mytilus"
0.0234383042842232,0.020178825294025,-212,"mytilus"
0.0244147531671425,0.0214308782234779,-202,"mytilus"
0.0256044657646126,0.0228606704188768,-192,"mytilus"
0.0270532613629175,0.0244848682731003,-182,"mytilus"
0.0288164353153057,0.0263204817962466,-172,"mytilus"
0.0309605405833246,0.0283847322403761,-162,"mytilus"
0.0335654171546808,0.0306948539968806,-152,"mytilus"
0.0367264591218573,0.0332677921624471,-142,"mytilus"
0.0405570802573607,0.0361197505905348,-132,"mytilus"
0.0451912943820395,0.0392655395806959,-122,"mytilus"
0.0507862614841768,0.0427176680562148,-112,"mytilus"
0.0575245589324498,0.0464851235153571,-102,"mytilus"
0.0656158147703116,0.0505717869202243,-92,"mytilus"
0.0752971859924246,0.0549744433668638,-82,"mytilus"
0.0868319855127055,0.0596803789780404,-72,"mytilus"
0.100505577625698,0.0646646074898365,-62,"mytilus"
0.116617515062817,0.069886854070558,-52,"mytilus"
0.135468852197149,0.075288543838367,-42,"mytilus"
0.157343741070305,0.0807901953792512,-32,"mytilus"
0.182484923263181,0.0862897875674877,-22,"mytilus"
0.211063681650675,0.0916628113179934,-12,"mytilus"
0.243146243611117,0.0967647714051698,-2,"mytilus"
0.278660394191686,0.101436784734635,8,"mytilus"
0.317367777541175,0.105514557247411,18,"mytilus"
0.35884839934623,0.108840393596373,28,"mytilus"
0.402503455094625,0.111277088236828,38,"mytilus"
0.447580293029956,0.112721775961331,48,"mytilus"
0.493219198700559,0.113117377849157,58,"mytilus"
0.538516725024369,0.112459420544441,68,"mytilus"
0.582596081576199,0.110796803296634,78,"mytilus"
0.624673200763897,0.10822634287718,88,"mytilus"
0.664108266372462,0.104882237946184,98,"mytilus"
0.700436256808272,0.100922532132989,108,"mytilus"
0.733374993534915,0.0965149613270145,118,"mytilus"
0.762813635028659,0.0918242537179083,128,"mytilus"
0.788787359167635,0.0870022339906345,138,"mytilus"
0.81144480974144,0.0821812637231094,148,"mytilus"
0.83101413182574,0.0774708682934551,158,"mytilus"
0.847771802450981,0.0729569740167051,168,"mytilus"
0.86201666123185,0.0687030109126534,178,"mytilus"
0.874050013410564,0.0647521614681003,188,"mytilus"
0.884161607698342,0.0611301695508978,198,"mytilus"
0.892620684214377,0.0578482939638351,208,"mytilus"
0.899671045295989,0.0549061501331343,218,"mytilus"
0.905529099350507,0.052294307074959,228,"mytilus"
0.910383955848879,0.0499965887906283,238,"mytilus"
0.914398829215803,0.0479920743254196,248,"mytilus"
0.917713192301133,0.0462568090637798,258,"mytilus"
0.920445281399714,0.0447652429178257,268,"mytilus"
0.922694685058704,0.0434914087457255,278,"mytilus"
0.924544847749475,0.0424098530459011,288,"mytilus"
0.926065390780942,0.0414963332805683,298,"mytilus"
0.927314201976599,0.0407283015646022,308,"mytilus"
0.928339277974931,0.0400852007845743,318,"mytilus"
0.929180323162576,0.0395486042426198,328,"mytilus"
0.929870120896945,0.0391022322374467,338,"mytilus"
0.930435698604872,0.0387318782808913,348,"mytilus"
0.930899310576773,0.0384252744351755,358,"mytilus"
0.931279262229307,0.0381719204893828,368,"mytilus"
0.931590598248546,0.0379628963430231,378,"mytilus"
0.931845674987069,0.0377906717893684,388,"mytilus"
0.932054635178872,0.037648923364059,398,"mytilus"
0.932225800703823,0.0375323642571235,408,"mytilus"
0.932365996921787,0.0374365905019252,418,"mytilus"
0.932480820079437,0.0373579446634249,428,"mytilus"
0.932574857501037,0.0372933969107326,438,"mytilus"
0.932651868712274,0.0372404425259379,448,"mytilus"
0.932714934302721,0.0371970144367716,458,"mytilus"
0.932766578189008,0.0371614091522221,468,"mytilus"
0.932808867975132,0.037132224440493,478,"mytilus"
0.932843497295873,0.0371083071532634,488,"mytilus"
5.5870118510573e-12,2.78442219382752e-06,-500,"cod"
8.45882477987244e-12,3.4261021300792e-06,-490,"cod"
1.28067952179013e-11,4.21565947568474e-06,-480,"cod"
1.93896915967759e-11,5.18717310230329e-06,-470,"cod"
2.93563013868837e-11,6.38257547801516e-06,-460,"cod"
4.44459070847949e-11,7.85346255637062e-06,-450,"cod"
6.72918100458503e-11,9.66332076076242e-06,-440,"cod"
1.01880870392737e-10,1.18902671852095e-05,-430,"cod"
1.54249257743621e-10,1.46304212840807e-05,-420,"cod"
2.33535828876405e-10,1.80020535796015e-05,-410,"cod"
3.53576958259447e-10,2.21506904536138e-05,-400,"cod"
5.3532113682844e-10,2.72553953565339e-05,-390,"cod"
8.10484712915718e-10,3.35364975429186e-05,-380,"cod"
1.22708674211698e-09,4.1265101921095e-05,-370,"cod"
1.85782883793072e-09,5.07747904805664e-05,-360,"cod"
2.81278239871891e-09,6.24760203534513e-05,-350,"cod"
4.25859727071069e-09,7.68738399577017e-05,-340,"cod"
6.44758396841737e-09,9.45896878837297e-05,-330,"cod"
9.76174461692644e-09,0.00011638821540328,-320,"cod"
1.47794364944347e-08,0.000143210290304953,-310,"cod"
2.23763016859614e-08,0.000176213606551736,-300,"cod"
3.38780761617344e-08,0.000216822652524458,-290,"cod"
5.12919451007799e-08,0.000266790194524505,-280,"cod"
7.7656818412969e-08,0.000328272929182473,-270,"cod"
1.17573653181792e-07,0.000403924569887973,-260,"cod"
1.78008369662662e-07,0.00049701038467566,-250,"cod"
2.69507477467147e-07,0.000611548128578685,-240,"cod"
4.08038549716605e-07,0.000752481452118159,-230,"cod"
6.17776722797821e-07,0.000925893268250741,-220,"cod"
9.35323484388644e-07,0.0011392682827687,-210,"cod"
1.41609394684487e-06,0.0014018160113867,-200,"cod"
2.14398719181016e-06,0.00172486821048424,-190,"cod"
3.24602712203332e-06,0.00212236784729054,-180,"cod"
4.91452847692223e-06,0.00261147066206121,-170,"cod"
7.44065546231984e-06,0.00321328518929362,-160,"cod"
1.12652275964172e-05,0.0039537829970016,-150,"cod"
1.70556349452149e-05,0.00486491809318695,-140,"cod"
2.58222761231049e-05,0.00598600318458633,-130,"cod"
3.90948177347494e-05,0.00736540101491955,-120,"cod"
5.91889862614898e-05,0.00906260159600123,-110,"cod"
8.96103400340122e-05,0.0111507709141181,-100,"cod"
0.000135665230783434,0.0137198735312813,-90,"cod"
0.000205384994243364,0.0168804897346961,-80,"cod"
0.000310923322515914,0.0207684657082128,-70,"cod"
0.000470667632306814,0.0255505485612541,-60,"cod"
0.000712425921592939,0.0314311586264786,-50,"cod"
0.00107822932766733,0.0386604228478564,-40,"cod"
0.00163155209643398,0.0475435040460225,-30,"cod"
0.00246812593850104,0.058451052990028,-20,"cod"
0.00373204723179096,0.071830176966693,-10,"cod"
0.0056395603042421,0.0882144705282989,0,"cod"
0.00851370424619311,0.108230067179987,10,"cod"
0.012833720937954,0.132591823107651,20,"cod"
0.0193031199666966,0.162078885674297,30,"cod"
0.0289381034993282,0.197471206603267,40,"cod"
0.043170601448632,0.239417887967561,50,"cod"
0.0639420783026144,0.288197378415106,60,"cod"
0.0937287185214333,0.343329198061907,70,"cod"
0.135384222143594,0.40303326767559,80,"cod"
0.191637855127529,0.463648570321648,90,"cod"
0.264125138262549,0.519340441446259,100,"cod"
0.352088528709883,0.562638002938866,110,"cod"
0.451377700014118,0.586208441872729,120,"cod"
0.554695227166681,0.585465327005114,130,"cod"
0.653492263743178,0.560559843710063,140,"cod"
0.740619558478208,0.516311135138346,150,"cod"
0.812137120989492,0.46012990287108,160,"cod"
0.86746432375699,0.399427075837622,170,"cod"
0.908336294965862,0.339912650591036,180,"cod"
0.93751193070346,0.28512299562989,190,"cod"
0.957832352856145,0.236744406091801,200,"cod"
0.971743961024608,0.19519867083554,210,"cod"
0.981156257018101,0.160176192281731,220,"cod"
0.987473663345573,0.131014719373774,230,"cod"
0.99169108092803,0.106931524521772,240,"cod"
0.994496475127228,0.0871499979678757,250,"cod"
0.996358144380771,0.0709601279896932,260,"cod"
0.997591594590054,0.0577412894518381,270,"cod"
0.998407958403515,0.046965236418483,280,"cod"
0.998947895745901,0.0381896868265124,290,"cod"
0.999304842046994,0.0310481718960757,300,"cod"
0.999540743227767,0.0252390687006304,310,"cod"
0.99969661587406,0.0205152034430672,320,"cod"
0.999799595646446,0.0166745969343784,330,"cod"
0.999867624910971,0.0135525081232261,340,"cod"
0.999912562980061,0.0110147330612542,350,"cod"
0.999942246567179,0.00895203251264901,360,"cod"
0.999961853395845,0.00727553523342536,370,"cod"
0.999974804030672,0.00591296563054821,380,"cod"
0.999983358044754,0.00480555831276369,390,"cod"
0.999989008008921,0.00390553997323337,400,"cod"
0.999992739817267,0.00317407723126408,410,"cod"
0.999995204673462,0.00257960578418621,420,"cod"
0.999996832705427,0.00209647086340511,430,"cod"
0.99999790801538,0.00170382144374826,440,"cod"
0.999998618253544,0.00138471108900013,450,"cod"
0.999999087362884,0.00112536694788551,460,"cod"
0.999999397207521,0.000914595525035673,470,"cod"
0.999999601858473,0.00074329967481888,480,"cod"
0.999999737029459,0.000604086017529956,490,"cod"
0.999999826309245,0.000490945862233675,500,"cod"
0.99999988527811,0.000398995880254525,510,"cod"
0.999999924226757,0.000324267340899616,520,"cod"
0.999999949952148,0.000263534818494338,530,"cod"
0.999999966943641,0.000214176981142548,540,"cod"
0.999999978166438,0.000174063446676685,550,"cod"
0.999999985579041,0.000141462836880581,560,"cod"
0.999999990475028,0.000114968045444478,570,"cod"
0.999999993708803,9.34355046419687e-05,580,"cod"
0.999999995844695,7.59358255905441e-05,590,"cod"
0.999999997255442,6.17136864419233e-05,600,"cod"
0.999999998187233,5.01552372449452e-05,610,"cod"
0.999999998802676,4.07615844140887e-05,620,"cod"
0.999999999209174,3.31272847239116e-05,630,"cod"
0.999999999477663,2.6922824438022e-05,640,"cod"
0.999999999654999,2.18804079477017e-05,650,"cod"
0.999999999772129,1.77823880747066e-05,660,"cod"
0.999999999849492,1.44518962543066e-05,670,"cod"
0.99999999990059,1.1745186585167e-05,680,"cod"
